Exam| RRB GROUP-D CBT-I
QBN| কোন প্যারা-তীরন্দাজ ২০২৫ সালে তাঁদের বিভাগে প্রথম হিসেবে পদ্মশ্রীতে ভূষিত হয়ে ঐতিহাসিক মাইলফলক অর্জন করেছেন?
Common| 
Image| 
A| Vivek Chikara / বিবেক চিকার (Vivek Chikara)
B| Rakesh Kumar / রাকেশ কুমার (Rakesh Kumar)
C| Harvinder Singh / হরবিন্দর সিং (Harvinder Singh)
D| Jyoti Balyan / জ্যোতি বালিয়ান (Jyoti Balyan)
Shift| 27/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.99
Topic| 
SubTopic| 
QuestionID| GACA-001106

QEN| The National Frequency Allocation Plan, 2025 (NFAP-2025) primarily deals with the allocation of which of the following?
QBN| ন্যাশনাল ফ্রিকোয়েন্সি অ্যালোকেশন প্ল্যান, ২০২৫ (NFAP-2025) মূলত নিচের কোনটির বরাদ্দের সাথে সম্পর্কিত?
Common| 
Image| 
A| Electric vehicle charging bands / বৈদ্যুতিক যানবাহন চার্জিং ব্যান্ড
B| Postal codes / পোস্টাল কোড
C| Railway land-use frequencies / রেলওয়ে জমি ব্যবহারের ফ্রিকোয়েন্সি
D| Radio-frequency spectrum / রেডিও-ফ্রিকোয়েন্সি স্পেকট্রাম (Radio-frequency spectrum)
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.97
Topic| 
SubTopic| 
QuestionID| GACA-001107

QEN| Up to what depth will India's first manned deep ocean mission 'Samudrayaan' be launched, using the manned submersible vehicle 'Matsya,' by the end of 2026?
QBN| ২০২৬ সালের শেষের দিকে 'মৎস্য' মানববাহী নিমজ্জিত যান ব্যবহার করে ভারতের প্রথম গভীর সমুদ্র অভিযান 'সমুদ্রযান' কত গভীরতা পর্যন্ত পরিচালনা করা হবে?
Common| 
Image| 
A| 6,000 metres / ৬,০০০ মিটার
B| 9,500 metres / ৯,৫০০ মিটার
C| 4,500 metres / ৪,৫০০ মিটার
D| 8,000 metres / ৮,০০০ মিটার
Shift| 02/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.01
Topic| 
SubTopic| 
QuestionID| GACA-001108

QEN| What type of weapon is DRDO planning to test under the DURGA-2 project?
QBN| দুর্গা-২ (DURGA-2) প্রকল্পের অধীনে ডিআরডিও কোন ধরণের অস্ত্র পরীক্ষা করার পরিকল্পনা করছে?
Common| 
Image| 
A| Laser Weapon / লেজার অস্ত্র (Laser Weapon)
B| Biological Agent / জৈব অস্ত্র (Biological Agent)
C| Plasma Gun / প্লাজমা বন্দুক (Plasma Gun)
D| Hypersonic Missile / হাইপারসনিক ক্ষেপণাস্ত্র (Hypersonic Missile)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.31
Topic| 
SubTopic| 
QuestionID| GACA-001109

QEN| Which of the following female athletes was awarded the 2025 Laureus World Sportswoman of the Year announced in April 2025?
QBN| এপ্রিল ২০২৫-এ ঘোষিত ২০২৫ সালের লরিয়াস ওয়ার্ল্ড স্পোর্টসওম্যান অফ দ্য ইয়ার পুরস্কারে কোন মহিলা অ্যাথলিট ভূষিত হয়েছেন?
Common| 
Image| 
A| Katie Ledecky / কেটি লেডেকি (Katie Ledecky)
B| Iga Swiątek / ইগা সিওনতেক (Iga Swiatek)
C| Athing Mu / আথিং মু (Athing Mu)
D| Simone Biles / সিমোন বাইলস (Simone Biles)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 8.12
Topic| 
SubTopic| 
QuestionID| GACA-001110

QEN| Which spacecraft will be used for Axiom‑4?
QBN| এক্সিওম-৪ (Axiom-4)-এর জন্য কোন মহাকাশযানটি ব্যবহার করা হবে?
Common| 
Image| 
A| Orion / ওরিয়ন (Orion)
B| Soyuz MS-24 / সয়ুজ এম.এস.-২৪ (Soyuz MS-24)
C| Crew Dragon C213 / ক্রু ড্রাগন সি.২১৩ (Crew Dragon C213)
D| Starliner / স্টারলাইনার (Starliner)
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.96
Topic| 
SubTopic| 
QuestionID| GACA-001111

QEN| Which among the following civic suggestions did Karnataka’s Deputy Chief Minister give in September 2025 to improve governance quality in Bengaluru?
QBN| বেঙ্গালুরুতে শাসনের মান উন্নত করতে সেপ্টেম্বর ২০২৫-এ কর্ণাটকের উপ-মুখ্যমন্ত্রী নিচের কোন নাগরিক পরামর্শটি দিয়েছিলেন?
Common| 
Image| 
A| Monthly public grievance meets / মাসিক গণঅভিযোগ বৈঠক
B| Volunteer audit committees / স্বেচ্ছাসেবী অডিট কমিটি
C| Pay taxes, declare assets, hide nothing / কর দিন, সম্পদ ঘোষণা করুন, কিছু লুকাবেন না (Pay taxes, declare assets, hide nothing)
D| Citizen rating system for officials / কর্মকর্তাদের জন্য নাগরিক রেটিং সিস্টেম
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.37
Topic| 
SubTopic| 
QuestionID| GACA-001112

QEN| On 12 June 2025, which bank of India took a progressive step to streamline the Know Your Customer (KYC) updating process by allowing video-based identification and empowering Business Correspondents to handle KYC updates?
QBN| ১২ জুন ২০২৫-এ ভারতের কোন ব্যাংক ভিডিও-ভিত্তিক পরিচয় যাচাইয়ের অনুমতি দিয়ে এবং ব্যবসায়িক প্রতিনিধিদের কেওয়াইসি আপডেট পরিচালনার ক্ষমতা দিয়ে প্রক্রিয়াটি সহজতর করার পদক্ষেপ নিয়েছে?
Common| 
Image| 
A| Reserve Bank of India / ভারতীয় রিজার্ভ ব্যাংক (Reserve Bank of India)
B| State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
C| Indian Bank / ইন্ডিয়ান ব্যাংক (Indian Bank)
D| Bank of India / ব্যাংক অফ ইন্ডিয়া (Bank of India)
Shift| 03/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.33
Topic| 
SubTopic| 
QuestionID| GACA-001113

QEN| What is the name of Assam’s AI-powered virtual news anchor unveiled in 2025?
QBN| ২০২৫ সালে উন্মোচিত আসামের এআই-চালিত ভার্চুয়াল সংবাদ উপস্থাপকের নাম কী?
Common| 
Image| 
A| Ankita / অঙ্কিতা (Ankita)
B| Arpita / অর্পিতা (Arpita)
C| Asha / আশা (Asha)
D| Ananya / অনন্যা (Ananya)
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.88
Topic| 
SubTopic| 
QuestionID| GACA-001114

QEN| In January 2025, in which city did the NDRF launch a rescue operation after a boat capsized?
QBN| জানুয়ারি ২০২৫-এ একটি নৌকা উল্টে যাওয়ার পর এনডিআরএফ (NDRF) কোন শহরে উদ্ধার অভিযান শুরু করেছিল?
Common| 
Image| 
A| Ujjain / উজ্জয়িনী (Ujjain)
B| Nashik / নাসিক (Nashik)
C| Patna / পাটনা (Patna)
D| Varanasi / বারাণসী (Varanasi)
Shift| 10/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.41
Topic| 
SubTopic| 
QuestionID| GACA-001115

QEN| What was the name of the new Indian Army Research Cell inaugurated at IIT Madras in August 2025?
QBN| আগস্ট ২০২৫-এ আইআইটি মাদ্রাজে উদ্বোধন করা নতুন ভারতীয় সেনা রিসার্চ সেলের নাম কী ছিল?
Common| 
Image| 
A| Agnipath / অগ্নিপথ (Agnipath)
B| Agni Kavach / অগ্নি কবচ (Agni Kavach)
C| Agnivira / অগ্নিবীরা (Agnivira)
D| Agnishodh / অগ্নিশোধ (Agnishodh)
Shift| 16/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.47
Topic| 
SubTopic| 
QuestionID| GACA-001116

QEN| The Railways ordered which safety feature to be installed at stations in Pune in June 2025?
QBN| জুন ২০২৫-এ পুনের স্টেশনগুলোতে রেলওয়ে কোন নিরাপত্তা বৈশিষ্ট্যটি ইনস্টল করার নির্দেশ দিয়েছিল?
Common| 
Image| 
A| Panic alert buttons / প্যানিক অ্যালার্ট বোতাম (Panic alert buttons)
B| Body scanning machines / বডি স্ক্যানিং মেশিন
C| Reserved coaches for women / মহিলাদের জন্য সংরক্ষিত বগি
D| Surveillance camera systems / নজরদারি ক্যামেরা ব্যবস্থা
Shift| 22/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.66
Topic| 
SubTopic| 
QuestionID| GACA-001117

QEN| What action did the Securities and Exchange Board of India (SEBI) take on 22 August 2025 regarding social-media financial schemes?
QBN| ২২ আগস্ট ২০২৫-এ সামাজিক যোগাযোগ মাধ্যমে আর্থিক স্কিমগুলোর বিষয়ে ভারতের সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ বোর্ড (SEBI) কী পদক্ষেপ নিয়েছিল?
Common| 
Image| 
A| Ban all financial content on social media / সোশ্যাল মিডিয়ায় সমস্ত আর্থিক বিষয়বস্তু নিষিদ্ধ করা
B| Create a retail investor compensation fund / খুচরা বিনিয়োগকারী ক্ষতিপূরণ তহবিল তৈরি করা
C| Issue advisory against FPI-linked schemes / এফ.পি.আই.-সংযুক্ত স্কিমগুলোর বিরুদ্ধে সতর্কতা জারি করা (Issue advisory against FPI-linked schemes)
D| Grant registration to finance influencers / ফাইন্যান্স ইনফ্লুয়েন্সারদের নিবন্ধন প্রদান করা
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 7.13
Topic| 
SubTopic| 
QuestionID| GACA-001118

QEN| In February 2025, which Indian athlete broke the Asian short-track record in the 5000 m with a time of 12:59.77?
QBN| ফেব্রুয়ারি ২০২৫-এ কোন ভারতীয় ক্রীড়াবিদ ১২:৫৯.৭৭ সময়ে ৫০০০ মিটারে এশিয়ান শর্ট-ট্র্যাক রেকর্ড ভেঙেছেন?
Common| 
Image| 
A| Yared Nuguse / ইয়ারেড নুগুস (Yared Nuguse)
B| Jacob Kiplimo / জ্যাকব কিপলিমো (Jacob Kiplimo)
C| Gulveer Singh / গুলবীর সিং (Gulveer Singh)
D| Avinash Sable / অবিনাশ সাবলে (Avinash Sable)
Shift| 09/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.47
Topic| 
SubTopic| 
QuestionID| GACA-001119

QEN| Which of the following cities hosted the National Workshop in July 2025, organised by the Union Ministry of Social Justice and Empowerment to strengthen the implementation of the SMILE-B (Support for Marginalized Individuals for Livelihood and Enterprise – Begging) scheme?
QBN| কেন্দ্রীয় সামাজিক ন্যায়বিচার ও ক্ষমতায়ন মন্ত্রক কর্তৃক জুলাই ২০২৫-এ স্মাইল-বি (SMILE-B) প্রকল্পের বাস্তবায়ন জোরদার করতে আয়োজিত জাতীয় কর্মশালাটি কোন শহরে অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Jaipur / জয়পুর (Jaipur)
B| Patna / পাটনা (Patna)
C| Indore / ইন্দোর (Indore)
D| Lucknow / লখনউ (Lucknow)
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 7.87
Topic| 
SubTopic| 
QuestionID| GACA-001120

QEN| Which of the following schemes announced a financial outlay of ₹5,000 crore to promote research & innovation in the pharmaceutical and med-tech sectors in India?
QBN| ভারতের ফার্মাসিউটিক্যাল এবং মেড-টেক সেক্টরে গবেষণা ও উদ্ভাবনকে উৎসাহিত করতে নিচের কোন স্কিমে ₹৫,০০০ কোটি টাকার আর্থিক বরাদ্দ ঘোষণা করা হয়েছে?
Common| 
Image| 
A| PRIP scheme / পি.আর.আই.পি. স্কিম (PRIP scheme)
B| Smart Cities Mission / স্মার্ট সিটিস মিশন (Smart Cities Mission)
C| Startup India / স্টার্টআপ ইন্ডিয়া (Startup India)
D| Atmanirbhar Bharat Abhiyan / আত্মনির্ভর ভারত অভিযান (Atmanirbhar Bharat Abhiyan)
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.82
Topic| 
SubTopic| 
QuestionID| GACA-001121

QEN| Who received the Hollywood Music in Media Awards 2024 for the film Aadujeevitham: The Goat Life?
QBN| 'আদুজিভিথম: দ্য গোট লাইফ' চলচ্চিত্রের জন্য হলিউড মিউজিক ইন মিডিয়া অ্যাওয়ার্ডস ২০২৪ কে পেয়েছেন?
Common| 
Image| 
A| Ilaiyaraaja / ইলাইয়ারাজা (Ilaiyaraaja)
B| Himesh Reshammiya / হিমেশ রেশমিয়া (Himesh Reshammiya)
C| A.R. Rahman / এ. আর. রহমান (A.R. Rahman)
D| Shankar-Ehsaan-Loy / শঙ্কর-এহসান-লয় (Shankar-Ehsaan-Loy)
Shift| 09/02/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.95
Topic| 
SubTopic| 
QuestionID| GACA-001122

QEN| Rajasthan’s first Namo Biodiversity Park, inaugurated in October 2025, is located in which district?
QBN| অক্টোবর ২০২৫-এ উদ্বোধন করা রাজস্থানের প্রথম নমো বায়োডাইভারসিটি পার্কটি কোন জেলায় অবস্থিত?
Common| 
Image| 
A| Jaipur District / জয়পুর জেলা (Jaipur District)
B| Udaipur District / উদয়পুর জেলা (Udaipur District)
C| Alwar District / আলওয়ার জেলা (Alwar District)
D| Kota District / কোটা জেলা (Kota District)
Shift| 03/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.94
Topic| 
SubTopic| 
QuestionID| GACA-001123

QEN| What was the theme of the first Global Conference on Manuscript Heritage held at Bharat Mandapam, New Delhi, in 2025?
QBN| ২০২৫ সালে নতুন দিল্লির ভারত মণ্ডপমে অনুষ্ঠিত পাণ্ডুলিপি ঐতিহ্যের ওপর প্রথম বিশ্ব সম্মেলনের মূল প্রতিপাদ্য কী ছিল?
Common| 
Image| 
A| Reclaiming India’s Knowledge Legacy through Manuscript Heritage / রিক্লেইমিং ইন্ডিয়া'স নলেজ লেগ্যাসি থ্রু ম্যানুস্ক্রিপ্ট হেরিটেজ (Reclaiming India’s Knowledge Legacy through Manuscript Heritage)
B| Reviving Asian Manuscript Traditions through Shared Heritage / রিভাইভিং এশিয়ান ম্যানুস্ক্রিপ্ট ট্র্যাডিশনস থ্রু শেয়ার্ড হেরিটেজ (Reviving Asian Manuscript Traditions through Shared Heritage)
C| Preserving India’s Ancient Wisdom through Heritage Studies / প্রিজারভিং ইন্ডিয়া'স অ্যানসিয়েন্ট উইজডম থ্রু হেরিটেজ স্টাডিজ (Preserving India’s Ancient Wisdom through Heritage Studies)
D| Digital Archives for Cultural Knowledge through Heritage Tools / ডিজিটাল আর্কাইভস ফর কালচারাল নলেজ থ্রু হেরিটেজ টুলস (Digital Archives for Cultural Knowledge through Heritage Tools)
Shift| 21/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.38
Topic| 
SubTopic| 
QuestionID| GACA-001124

QEN| Who became the fastest cricketer to score 2000 T20I runs in 2025?
QBN| ২০২৫ সালে দ্রুততম ২০০০ টি-টোয়েন্টি আন্তর্জাতিক রান সংগ্রহকারী ক্রিকেটার কে হলেন?
Common| 
Image| 
A| Jos Buttler / জস বাটলার (Jos Buttler)
B| Sai Sudharsan / সাই সুদর্শন (Sai Sudharsan)
C| Babar Azam / বাবর আজম (Babar Azam)
D| Virat Kohli / বিরাট কোহলি (Virat Kohli)
Shift| 16/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.51
Topic| 
SubTopic| 
QuestionID| GACA-001125

QEN| In April 2025, Rapido signed a Memorandum of Understanding with the Ministry of Labour and Employment to provide jobs through which of the following government portals?
QBN| এপ্রিল ২০২৫-এ রেপিডো কোন সরকারি পোর্টালের মাধ্যমে চাকরি প্রদানের জন্য শ্রম ও কর্মসংস্থান মন্ত্রকের সাথে একটি সমঝোতা স্মারক স্বাক্ষর করেছে?
Common| 
Image| 
A| Digital India Portal / ডিজিটাল ইন্ডিয়া পোর্টাল (Digital India Portal)
B| Startup India Portal / স্টার্টআপ ইন্ডিয়া পোর্টাল (Startup India Portal)
C| National Career Service Portal / ন্যাশনাল ক্যারিয়ার সার্ভিস পোর্টাল (National Career Service Portal)
D| Skill India Portal / স্কিল ইন্ডিয়া পোর্টাল (Skill India Portal)
Shift| 02/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 8.71
Topic| 
SubTopic| 
QuestionID| GACA-001126

QEN| In July 2025, which Union Minister introduced the National Anti-Doping (Amendment) Bill 2025 in Lok Sabha?
QBN| জুলাই ২০২৫-এ কোন কেন্দ্রীয় মন্ত্রী লোকসভায় জাতীয় ডোপিং-বিরোধী (সংশোধনী) বিল ২০২৫ পেশ করেছিলেন?
Common| 
Image| 
A| Kiren Rijiju / কিরেন রিজিজু (Kiren Rijiju)
B| Anurag Thakur / অনুরাগ ঠাকুর (Anurag Thakur)
C| Mansukh Mandaviya / মনসুখ মাণ্ডব্য (Mansukh Mandaviya)
D| Rajnath Singh / রাজনাথ সিং (Rajnath Singh)
Shift| 04/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 8.06
Topic| 
SubTopic| 
QuestionID| GACA-001127

QEN| The new logo unveiled by the Ministry of Statistics & Programme Implementation (MoSPI) conveys which core theme that highlights the importance of official statistics in national progress?
QBN| পরিসংখ্যান ও কর্মসূচি বাস্তবায়ন মন্ত্রক কর্তৃক উন্মোচিত নতুন লোগোটি কোন মূল প্রতিপাদ্যকে নির্দেশ করে যা জাতীয় অগ্রগতিতে অফিসিয়াল তথ্যের গুরুত্বকে তুলে ধরে?
Common| 
Image| 
A| Public Service Delivery / পাবলিক সার্ভিস ডেলিভারি (Public Service Delivery)
B| Data for Development / ডেটা ফর ডেভেলপমেন্ট (Data for Development)
C| Digital India / ডিজিটাল ইন্ডিয়া (Digital India)
D| Economic Resurgence / ইকোনমিক রিসার্জেন্স (Economic Resurgence)
Shift| 04/02/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.99
Topic| 
SubTopic| 
QuestionID| GACA-001128

QEN| The Supreme Court extended the stay on tree cutting in how many acres of land at Kancha Gachibowli in Hyderabad in April 2025?
QBN| এপ্রিল ২০২৫-এ সুপ্রিম কোর্ট হায়দ্রাবাদের কাঞ্চা গাছিবাউলিতে কত একর জমিতে গাছ কাটার ওপর স্থগিতাদেশ বাড়িয়েছে?
Common| 
Image| 
A| 200 acres / ২০০ একর
B| 100 acres / ১০০ একর
C| 400 acres / ৪০০ একর
D| 600 acres / ৬০০ একর
Shift| 15/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 8.97
Topic| 
SubTopic| 
QuestionID| GACA-001129

QEN| In which year was the Manipur Appropriation Bill passed by the Parliament of India?
QBN| ভারতের সংসদ কর্তৃক কোন বছর মণিপুর উপযুক্তিকরণ বিল (Manipur Appropriation Bill) পাস হয়েছিল?
Common| 
Image| 
A| 2023 / ২০২৩
B| 2022 / ২০২২
C| 2024 / ২০২৪
D| 2025 / ২০২৫
Shift| 27/11/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 6.78
Topic| 
SubTopic| 
QuestionID| GACA-001130

QEN| In 2025, at the World Cup staged in Foz Do Iguacu, Brazil, which Indian boxer earned a gold medal in the 70kg division due to an opponent's withdrawal?
QBN| ২০২৫ সালে ব্রাজিলের ফোজ দো ইগুয়াসুতে অনুষ্ঠিত বিশ্বকাপ বক্সিংয়ে প্রতিপক্ষের নাম প্রত্যাহারের কারণে কোন ভারতীয় বক্সার ৭০ কেজি বিভাগে স্বর্ণপদক পেয়েছিলেন?
Common| 
Image| 
A| Hitesh Gulia / হিতেশ গুলিয়া (Hitesh Gulia)
B| Shiva Thapa / শিব থাপা (Shiva Thapa)
C| Vijendra Singh / বিজেন্দর সিং (Vijendra Singh)
D| Vikas Krishan / বিকাশ কৃষাণ (Vikas Krishan)
Shift| 05/02/2026 12:45 PM - 2:15 PM
Correct| B
Difficulty| 6.71
Topic| 
SubTopic| 
QuestionID| GACA-001131

QEN| How much funding was allocated to the Khelo India programme for the financial year 2025-26?
QBN| ২০২৫-২৬ অর্থবর্ষের জন্য খেলো ইন্ডিয়া কর্মসূচিতে কত টাকা বরাদ্দ করা হয়েছিল?
Common| 
Image| 
A| ₹500 crore / ₹৫০০ কোটি
B| ₹100 crore / ₹১০০ কোটি
C| ₹1,000 crore / ₹১,০০০ কোটি
D| ₹10,000 crore / ₹১০,০০০ কোটি
Shift| 03/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.91
Topic| 
SubTopic| 
QuestionID| GACA-001132

QEN| Who among the following was leading the Insurance Regulatory and Development Authority of India (IRDAI) until March 2025, after which key reforms stalled?
QBN| মার্চ ২০২৫ পর্যন্ত ভারতের ইন্স্যুরেন্স রেগুলেটরি অ্যান্ড ডেভেলপমেন্ট অথরিটি (IRDAI)-র নেতৃত্বে কে ছিলেন, যার পরে গুরুত্বপূর্ণ সংস্কারগুলো স্থগিত হয়ে যায়?
Common| 
Image| 
A| Sunil Mehta / সুনীল মেহতা (Sunil Mehta)
B| Subhash Chandra / সুভাষ চন্দ্র (Subhash Chandra)
C| Rakesh Kumar / রাকেশ কুমার (Rakesh Kumar)
D| Debasish Panda / দেবাশিস পান্ডা (Debasish Panda)
Shift| 23/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.83
Topic| 
SubTopic| 
QuestionID| GACA-001133

QEN| The Central Pollution Control Board (CPCB) introduced a new Blue Category for industries through a circular in February 2025. Which industries fall under it?
QBN| কেন্দ্রীয় দূষণ নিয়ন্ত্রণ বোর্ড (CPCB) ফেব্রুয়ারি ২০২৫-এ একটি সার্কুলারের মাধ্যমে শিল্পগুলির জন্য একটি নতুন 'ব্লু ক্যাটাগরি' চালু করেছে। এর অধীনে কোন শিল্পগুলো অন্তর্ভুক্ত?
Common| 
Image| 
A| High-polluting industries like refineries / শোধনাগারের মতো উচ্চ দূষণকারী শিল্প
B| Essential environmental services like waste-to-energy plants / বর্জ্য থেকে শক্তি উৎপাদনকারী প্ল্যান্টের মতো প্রয়োজনীয় পরিবেশগত পরিষেবা
C| IT and software service providers such as Infosys / ইনফোসিসের মতো আইটি এবং সফটওয়্যার পরিষেবা প্রদানকারী
D| Textile and leather industries / বস্ত্র ও চামড়া শিল্প
Shift| 26/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.01
Topic| 
SubTopic| 
QuestionID| GACA-001134

QEN| Which of the following Constitution Amendment Bills was introduced in the Lok Sabha in August 2025?
QBN| ২০২৫ সালের আগস্ট মাসে নিচের কোন সংবিধান সংশোধনী বিলটি লোকসভায় উত্থাপিত হয়েছিল?
Common| 
Image| 
A| 129th Amendment Bill / ১২৯তম সংশোধনী বিল (129th Amendment Bill)
B| 133rd Amendment Bill / ১৩৩তম সংশোধনী বিল (133rd Amendment Bill)
C| 131st Amendment Bill / ১৩১তম সংশোধনী বিল (131st Amendment Bill)
D| 130th Amendment Bill / ১৩০তম সংশোধনী বিল (130th Amendment Bill)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.04
Topic| 
SubTopic| 
QuestionID| GACA-001135

