Exam| RRB GROUP-D CBT-I
QBN| ২০২৫ সালের জুলাই মাসে জলশক্তি মন্ত্রক কর্তৃক চালু করা ইউনিফাইড প্লাবন পূর্বাভাস সিস্টেম কোনটি, যা বন্যা-প্লাবন মানচিত্র এবং জলের স্তরের পূর্বাভাসের আকারে গ্রাম স্তর পর্যন্ত দুই দিন আগের বন্যার পূর্বাভাস প্রদান করে?
Common| 
Image| 
A| Village Flood Radar / ভিলেজ ফ্লাড রাডার (Village Flood Radar)
B| C‑FLOOD / সি-ফ্লাড (C-FLOOD)
C| Unified Flood Vision / ইউনিফাইড ফ্লাড ভিশন (Unified Flood Vision)
D| FloodSense Advance / ফ্লাডসেন্স অ্যাডভান্স (FloodSense Advance)
Shift| 04/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 9.36
Topic| 
SubTopic| 
QuestionID| GACA-001006

QEN| Who set the world record for the farthest distance swum in 48 hours (female) in a 25 m pool, covering an astonishing 149.02 km (92.59 miles) in just 2 days?
QBN| ২৫ মিটারের পুলে মাত্র ২ দিনে বিস্ময়কর ১৪৯.০২ কিমি (৯২.৫৯ মাইল) অতিক্রম করে ৪৮ ঘণ্টায় সবচেয়ে বেশি দূরত্ব সাঁতার কাটার বিশ্ব রেকর্ড (মহিলা) কে গড়েছেন?
Common| 
Image| 
A| Katie Ledecky / কেটি লেডেকি (Katie Ledecky)
B| Karolina Szczepaniak / ক্যারোলিনা সাজেকপানিয়াক (Karolina Szczepaniak)
C| Sarah Thomas / সারা থমাস (Sarah Thomas)
D| Diana Nyad / ডায়ানা নায়াড (Diana Nyad)
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 6.93
Topic| 
SubTopic| 
QuestionID| GACA-001007

QEN| How many new medical seats were announced in the Union Budget 2025-26, to be added for the upcoming academic year i.e. 2025-26?
QBN| কেন্দ্রীয় বাজেট ২০২৫-২৬-এ আসন্ন শিক্ষাবর্ষ অর্থাৎ ২০২৫-২৬ সালের জন্য কতগুলো নতুন মেডিকেল আসন যুক্ত করার ঘোষণা করা হয়েছিল?
Common| 
Image| 
A| 2000 / ২০০০
B| 4000 / ৪০০০
C| 6000 / ৬০০০
D| 10000 / ১০০০০
Shift| 05/02/2026 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.83
Topic| 
SubTopic| 
QuestionID| GACA-001008

QEN| In 2025, which Indian female athlete set a new national record in the 3000 m steeplechase event?
QBN| ২০২৫ সালে, কোন ভারতীয় মহিলা ক্রীড়াবিদ ৩০০০ মিটার স্টিপলচেজ ইভেন্টে একটি নতুন জাতীয় রেকর্ড স্থাপন করেছিলেন?
Common| 
Image| 
A| Annu Rani / অন্নু রানী (Annu Rani)
B| Parul Chaudhary / পারুল চৌধুরী (Parul Chaudhary)
C| Hima Das / হিমা দাস (Hima Das)
D| Jyothi Yarraji / জ্যোতি ইয়াররাজি (Jyothi Yarraji)
Shift| 02/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.17
Topic| 
SubTopic| 
QuestionID| GACA-001009

QEN| Which of the following showed an increase to 99.62% in 2024-25, according to the Sustainable Development Goals – National Indicator Framework Progress Report, 2025?
QBN| সাসটেইনেবল ডেভেলপমেন্ট গোলস – ন্যাশনাল ইন্ডিকেটর ফ্রেমওয়ার্ক প্রগ্রেস রিপোর্ট, ২০২৫ অনুসারে, ২০২৪-২৫ সালে নিচের কোনটির হার বৃদ্ধি পেয়ে ৯৯.৬২% হয়েছে?
Common| 
Image| 
A| The renewable energy share in the total installed electricity generation / মোট ইনস্টল করা বিদ্যুৎ উৎপাদনে পুনর্নবীকরণযোগ্য শক্তির অংশ
B| Percentage of population covered by social protection systems/floors / সামাজিক সুরক্ষা ব্যবস্থা/কাঠামোর আওতাভুক্ত জনসংখ্যার শতাংশ
C| The reduction in emissions intensity of GDP / জিডিপির নির্গমন তীব্রতা হ্রাস
D| Percentage of population using an improved drinking water source in rural areas / গ্রামীণ এলাকায় উন্নত পানীয় জলের উৎস ব্যবহারকারী জনসংখ্যার শতাংশ
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 7.38
Topic| 
SubTopic| 
QuestionID| GACA-001010

QEN| Which male athlete set new world indoor records in both the 1500 m (3:29.63 en route) and the mile (3:45.14) on 13 Feb 2025?
QBN| কোন পুরুষ অ্যাথলিট ১৩ ফেব্রুয়ারি ২০২৫-এ ১৫০০ মিটার (৩:২৯.৬৩) এবং এক মাইল (৩:৪৫.১৪) উভয় ক্ষেত্রেই নতুন বিশ্ব ইনডোর রেকর্ড গড়েছেন?
Common| 
Image| 
A| JakobIngebrigtsen / জ্যাকব ইনগেব্রিগটসেন (Jakob Ingebrigtsen)
B| ColeHocker / কোল হকার (Cole Hocker)
C| GrantFisher / গ্রান্ট ফিশার (Grant Fisher)
D| Yared Nuguse / ইয়ারেড নুগুস (Yared Nuguse)
Shift| 21/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 5.91
Topic| 
SubTopic| 
QuestionID| GACA-001011

QEN| The West Bengal workplace safety guidelines (2025) specify that night shifts for women must include ________________.
QBN| পশ্চিমবঙ্গের কর্মক্ষেত্রের নিরাপত্তা নির্দেশিকা (২০২৫) অনুযায়ী মহিলাদের জন্য রাতের শিফটে অবশ্যই কী অন্তর্ভুক্ত থাকতে হবে?
Common| 
Image| 
A| at least 10 women or one-third of the total staff, whichever is higher / কমপক্ষে ১০ জন মহিলা বা মোট কর্মীর এক-তৃতীয়াংশ, যেটি বেশি
B| only women supervisors / শুধুমাত্র মহিলা সুপারভাইজার
C| at least two-third female staff or 20 women, whichever is higher / কমপক্ষে দুই-তৃতীয়াংশ মহিলা কর্মী বা ২০ জন মহিলা, যেটি বেশি
D| at least 50% female security personnel on every shift / প্রতিটি শিফটে কমপক্ষে ৫০% মহিলা নিরাপত্তা কর্মী
Shift| 26/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.23
Topic| 
SubTopic| 
QuestionID| GACA-001012

QEN| In May 2025, Union Sports Minister Mansukh Mandaviya opened a new multi‑purpose Khelo India Hall in Kamle district. In which state is Kamle district located?
QBN| মে ২০২৫-এ, কেন্দ্রীয় ক্রীড়ামন্ত্রী মনসুখ মাণ্ডব্য কামলে জেলায় একটি নতুন বহুমুখী খেলো ইন্ডিয়া হল উদ্বোধন করেছিলেন। কামলে জেলাটি কোন রাজ্যে অবস্থিত?
Common| 
Image| 
A| Manipur / মণিপুর (Manipur)
B| Arunachal Pradesh / অরুণাচল প্রদেশ (Arunachal Pradesh)
C| Assam / আসাম (Assam)
D| Nagaland / নাগাল্যান্ড (Nagaland)
Shift| 09/01/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.75
Topic| 
SubTopic| 
QuestionID| GACA-001013

QEN| Which landmark treaty was adopted by WHO member states on 20 May 2025, aiming to strengthen global pandemic preparedness?
QBN| বিশ্বব্যাপী মহামারী প্রস্তুতি জোরদার করার লক্ষ্যে ২০ মে ২০২৫-এ ডব্লিউএইচও (WHO) সদস্য রাষ্ট্রগুলো কোন ঐতিহাসিক চুক্তিটি গ্রহণ করেছিল?
Common| 
Image| 
A| Global Vaccine Agreement / গ্লোবাল ভ্যাকসিন এগ্রিমেন্ট (Global Vaccine Agreement)
B| Global Health Security Pact / গ্লোবাল হেলথ সিকিউরিটি প্যাক্ট (Global Health Security Pact)
C| International Health Regulations (IHR) / ইন্টারন্যাশনাল হেলথ রেগুলেশনস (International Health Regulations - IHR)
D| WHO Pandemic Agreement / ডব্লিউ.এইচ.ও. প্যানডেমিক এগ্রিমেন্ট (WHO Pandemic Agreement)
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.85
Topic| 
SubTopic| 
QuestionID| GACA-001014

QEN| In 2025, India signed a $126.42 million loan agreement with which institution for the purpose of developing sustainable tourism infrastructure around Tehri Lake in Uttarakhand?
QBN| ২০২৫ সালে, উত্তরাখণ্ডের তেহরি হ্রদের চারপাশে টেকসই পর্যটন পরিকাঠামো উন্নয়নের উদ্দেশ্যে ভারত কোন সংস্থার সাথে $১২৬.৪২ মিলিয়ন ডলারের ঋণ চুক্তি স্বাক্ষর করেছে?
Common| 
Image| 
A| Asian Development Bank / এশিয়ান ডেভেলপমেন্ট ব্যাংক (Asian Development Bank)
B| International Monetary Fund / ইন্টারন্যাশনাল মনিটারি ফান্ড (International Monetary Fund)
C| New Development Bank / নিউ ডেভেলপমেন্ট ব্যাংক (New Development Bank)
D| World Bank / ওয়ার্ল্ড ব্যাংক (World Bank)
Shift| 09/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.36
Topic| 
SubTopic| 
QuestionID| GACA-001015

QEN| In which of the following places was the Round Table Discussion on improving female workforce participation in India, organised by the Ministry of Labour and Employment and the Lal Bahadur Shastri National Academy of Administration, held in March 2025?
QBN| মার্চ ২০২৫-এ শ্রম ও কর্মসংস্থান মন্ত্রক এবং লাল বাহাদুর শাস্ত্রী ন্যাশনাল একাডেমি অফ অ্যাডমিনিস্ট্রেশন দ্বারা আয়োজিত ভারতে মহিলা কর্মশক্তির অংশগ্রহণ উন্নত করার বিষয়ে গোলটেবিল আলোচনা কোন স্থানে অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Nainital / নৈনিতাল (Nainital)
B| Mussoorie / মুসৌরি (Mussoorie)
C| Dalhousie / ডালহৌসি (Dalhousie)
D| Shimla / শিমলা (Shimla)
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.91
Topic| 
SubTopic| 
QuestionID| GACA-001016

QEN| What was India’s rank among the most polluted countries in the World Air Quality Report 2024, released in March 2025?
QBN| মার্চ ২০২৫-এ প্রকাশিত ওয়ার্ল্ড এয়ার কোয়ালিটি রিপোর্ট ২০২৪-এ সর্বাধিক দূষিত দেশগুলোর মধ্যে ভারতের অবস্থান কত ছিল?
Common| 
Image| 
A| 5th / ৫ম
B| 7th / ৭ম
C| 1st / ১ম
D| 3rd / ৩য়
Shift| 24/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.48
Topic| 
SubTopic| 
QuestionID| GACA-001017

QEN| Who became the first Indian woman to win gold in javelin at the Asian Games 2025?
QBN| এশিয়ান গেমস ২০২৫-এ জ্যাভেলিনে স্বর্ণপদক জয়ী প্রথম ভারতীয় মহিলা কে হলেন?
Common| 
Image| 
A| Annu Rani / অন্নু রানী (Annu Rani)
B| Kamalpreet Kaur / কমলপ্রীত কৌর (Kamalpreet Kaur)
C| Shalini Sharma / শালিনী শর্মা (Shalini Sharma)
D| Seema Antil / সীমা আন্তিল (Seema Antil)
Shift| 27/11/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 5.59
Topic| 
SubTopic| 
QuestionID| GACA-001018

QEN| Which athlete set a pole vault world record with a clearance of 6.28 m in Wanda Diamond League meeting in Stockholm (June 2025)?
QBN| জুন ২০২৫-এ স্টকহোমে অনুষ্ঠিত ওয়ান্ডা ডায়মন্ড লিগ মিটিংয়ে কোন ক্রীড়াবিদ ৬.২৮ মিটার উচ্চতা অতিক্রম করে পোল ভল্টে বিশ্ব রেকর্ড গড়েছেন?
Common| 
Image| 
A| Armand Duplantis / আরমান্ড ডুপ্লান্টিস (Armand Duplantis)
B| Renaud Lavillenie / রেনড লাভিলেনি (Renaud Lavillenie)
C| Sam Kendricks / স্যাম কেন্ড্রিক্স (Sam Kendricks)
D| Thiago Braz / থিয়াগো ব্রাজ (Thiago Braz)
Shift| 29/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.10
Topic| 
SubTopic| 
QuestionID| GACA-001019

QEN| What is the estimated capital expenditure allocation for FY2025–26?
QBN| ২০২৫-২৬ অর্থবর্ষের জন্য আনুমানিক মূলধনী ব্যয়ের (Capital Expenditure) বরাদ্দ কত?
Common| 
Image| 
A| ₹10lakh crore / ₹১০ লাখ কোটি
B| ₹9lakh crore / ₹৯ লাখ কোটি
C| ₹12.63 lakh crore / ₹১২.৬৩ লাখ কোটি
D| ₹11.21lakh crore / ₹১১.২১ লাখ কোটি
Shift| 06/02/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.22
Topic| 
SubTopic| 
QuestionID| GACA-001020

QEN| According to the Waqf (Amendment) Act, 2025, how many Muslim women must be included in State Waqf Boards?
QBN| ওয়াকফ (সংশোধনী) আইন, ২০২৫ অনুসারে রাজ্য ওয়াকফ বোর্ডে কতজন মুসলিম মহিলাকে অন্তর্ভুক্ত করতে হবে?
Common| 
Image| 
A| One / এক জন
B| Three / তিন জন
C| Two / দুই জন
D| Four / চার জন
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.19
Topic| 
SubTopic| 
QuestionID| GACA-001021

QEN| Which of the following volcanoes, located in Ethiopia, was in the news in November 2025 for erupting for the first time in recorded history?
QBN| ইথিওপিয়ায় অবস্থিত নিচের কোন আগ্নেয়গিরিটি নথিভুক্ত ইতিহাসে প্রথমবারের মতো অগ্ন্যুৎপাতের কারণে নভেম্বর ২০২৫-এ খবরে এসেছিল?
Common| 
Image| 
A| Hayli Gubbi / হায়লি গুবি (Hayli Gubbi)
B| Krasheninnikov / ক্রাশেনিনিকভ (Krasheninnikov)
C| Kilauea / কিলাউয়া (Kilauea)
D| Mount Semeru / মাউন্ট সেমেরু (Mount Semeru)
Shift| 06/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.17
Topic| 
SubTopic| 
QuestionID| GACA-001022

QEN| Which of the following schemes, announced by the Government of India, has a total outlay of ₹1 lakh crore to support high-risk, high-impact research and innovation projects across science & technology disciplines?
QBN| ভারত সরকার ঘোষিত নিচের কোন স্কিমে বিজ্ঞান ও প্রযুক্তি শাখার উচ্চ-ঝুঁকিপূর্ণ, উচ্চ-প্রভাবশালী গবেষণা এবং উদ্ভাবন প্রকল্পগুলোকে সমর্থন করার জন্য মোট ₹১ লাখ কোটি টাকার আর্থিক বরাদ্দ রয়েছে?
Common| 
Image| 
A| Research, Development & Innovation Scheme / রিসার্চ, ডেভেলপমেন্ট অ্যান্ড ইনোভেশন স্কিম (Research, Development & Innovation Scheme)
B| Digital India Innovation Fund / ডিজিটাল ইন্ডিয়া ইনোভেশন ফান্ড (Digital India Innovation Fund)
C| National Science & Technology Fund / ন্যাশনাল সায়েন্স অ্যান্ড টেকনোলজি ফান্ড (National Science & Technology Fund)
D| Atmanirbhar Bharat R&D Programme / আত্মনির্ভর ভারত আরঅ্যান্ডডি প্রোগ্রাম (Atmanirbhar Bharat R&D Programme)
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.13
Topic| 
SubTopic| 
QuestionID| GACA-001023

QEN| Where was the VLSRSAM flight-test conducted by DRDO?
QBN| ডিআরডিও (DRDO) কর্তৃক ভিএলএসআরএসএএম (VLSRSAM) ফ্লাইট টেস্ট কোথায় পরিচালিত হয়েছিল?
Common| 
Image| 
A| Integrated Test Range, Odisha / ইন্টিগ্রেটেড টেস্ট রেঞ্জ, ওড়িশা (Integrated Test Range, Odisha)
B| Surya Lanka, Andhra Pradesh / সূর্য লঙ্কা, অন্ধ্র প্রদেশ (Surya Lanka, Andhra Pradesh)
C| DRDO Missile Complex, Hyderabad / ডিআরডিও মিসাইল কমপ্লেক্স, হায়দ্রাবাদ (DRDO Missile Complex, Hyderabad)
D| Pokhran Test Range, Rajasthan / পোখরান টেস্ট রেঞ্জ, রাজস্থান (Pokhran Test Range, Rajasthan)
Shift| 11/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 6.15
Topic| 
SubTopic| 
QuestionID| GACA-001024

QEN| Who arrived in Varanasi to chair the 25th Central Zonal Council meet in June 2025?
QBN| ২০২৫ সালের জুনে ২৫তম সেন্ট্রাল জোনাল কাউন্সিল বৈঠকে সভাপতিত্ব করতে কে বারাণসীতে পৌঁছেছিলেন?
Common| 
Image| 
A| Narendra Modi / নরেন্দ্র মোদী (Narendra Modi)
B| Amit Shah / অমিত শাহ (Amit Shah)
C| Rajnath Singh / রাজনাথ সিং (Rajnath Singh)
D| Yogi Adityanath / যোগী আদিত্যনাথ (Yogi Adityanath)
Shift| 03/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 7.13
Topic| 
SubTopic| 
QuestionID| GACA-001025

QEN| What was India’s overall score in the Corruption Perceptions Index (CPI) for the year 2024 released in February 2025?
QBN| ফেব্রুয়ারি ২০২৫-এ প্রকাশিত ২০২৪ সালের করাপশন পারসেপশন ইনডেক্স (CPI)-এ ভারতের সামগ্রিক স্কোর কত ছিল?
Common| 
Image| 
A| 36 / ৩৬
B| 41 / ৪১
C| 43 / ৪৩
D| 38 / ৩৮
Shift| 28/11/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.88
Topic| 
SubTopic| 
QuestionID| GACA-001026

QEN| Which of the following parties won 5 seats in the Bihar Assembly elections 2025?
QBN| নিচের কোন দলটি বিহার বিধানসভা নির্বাচন ২০২৫-এ ৫টি আসন জিতেছিল?
Common| 
Image| 
A| Bahujan Samaj Party / বহুজন সমাজ পার্টি (Bahujan Samaj Party)
B| Hindustani Awam Morcha (Secular) / হিন্দুস্তানি আওয়াম মোর্চা (সেকুলার) (Hindustani Awam Morcha (Secular))
C| Janata Dal (United) / জনতা দল (ইউনাইটেড) (Janata Dal (United))
D| Lok Janshakti Party (Ram Vilas) / লোক জনশক্তি পার্টি (রামবিলাস) (Lok Janshakti Party (Ram Vilas))
Shift| 02/02/2026 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.23
Topic| 
SubTopic| 
QuestionID| GACA-001027

QEN| Which of the following ranked as the top national park, with a score of 92.7%, in the Union Environment Ministry's Management Effectiveness Evaluation for the 2020–25 cycle?
QBN| কেন্দ্রীয় পরিবেশ মন্ত্রকের ম্যানেজমেন্ট ইফেক্টিভনেস ইভ্যালুয়েশন ২০২০-২৫ সাইকেলে ৯২.৭% স্কোর সহ শীর্ষ জাতীয় উদ্যান হিসেবে স্থান পেয়েছে কোনটি?
Common| 
Image| 
A| Bandipur National Park / বন্দিপুর জাতীয় উদ্যান (Bandipur National Park)
B| Kanha National Park / কানহা জাতীয় উদ্যান (Kanha National Park)
C| Eravikulam National Park / এরাভিকুলাম্জা তীয় উদ্যান (Eravikulam National Park)
D| Manas National Park / মানস জাতীয় উদ্যান (Manas National Park)
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.22
Topic| 
SubTopic| 
QuestionID| GACA-001028

QEN| On 29 June 2025, the Union Ministry of Environment, Forest and Climate Change issued Model Rules to streamline regulations for _______________.
QBN| ২৯ জুন ২০২৫-এ কেন্দ্রীয় পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রক নিচের কোনটির নিয়মাবলি সুগম করার জন্য মডেল রুলস জারি করেছে?
Common| 
Image| 
A| interest rates of loans for farmers / কৃষকদের ঋণের সুদের হার
B| usage of pesticides and insecticides / কীটনাশক ও পতঙ্গনাশকের ব্যবহার
C| tree felling in agricultural lands / কৃষিজমিতে গাছ কাটা
D| electricity supply for farmlands / কৃষিজমির জন্য বিদ্যুৎ সরবরাহ
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 9.04
Topic| 
SubTopic| 
QuestionID| GACA-001029

QEN| Under the Environment Audit Rules, 2025, who is eligible to conduct environmental audits, and how are auditors assigned to project entities?
QBN| এনভায়রনমেন্ট অডিট রুলস, ২০২৫-এর অধীনে কে পরিবেশগত অডিট পরিচালনার যোগ্য এবং কীভাবে প্রকল্প সংস্থাগুলোর কাছে অডিটরদের নিয়োগ করা হয়?
Common| 
Image| 
A| Industry-nominated auditors; allocation by industry association / শিল্প-মনোনীত অডিটর; শিল্প সমিতি দ্বারা বরাদ্দ
B| Self-selected auditors; nomination by state government / স্ব-নির্বাচিত অডিটর; রাজ্য সরকার দ্বারা মনোনয়ন
C| Registered Environment Auditors; random assignment method / নিবন্ধিত পরিবেশ অডিটর; এলোমেলো অ্যাসাইনমেন্ট পদ্ধতি (Random assignment method)
D| Project-appointed auditors; voluntary selection / প্রকল্প-নিযুক্ত অডিটর; স্বেচ্ছায় নির্বাচন
Shift| 05/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 8.91
Topic| 
SubTopic| 
QuestionID| GACA-001030

QEN| Who, as a digital content creator, co-founded Monk Entertainment and was a prominent figure in 2025?
QBN| ২০২৫ সালের বিশিষ্ট ব্যক্তিত্ব এবং ডিজিটাল কনটেন্ট স্রষ্টা হিসেবে মঙ্ক এন্টারটেইনমেন্ট (Monk Entertainment)-এর সহ-প্রতিষ্ঠাতা কে?
Common| 
Image| 
A| Abhishek Mishra / অভিষেক মিশ্র (Abhishek Mishra)
B| Sanchit Patil / সঞ্চিত পাটিল (Sanchit Patil)
C| Jeet Shah / জিৎ শাহ (Jeet Shah)
D| Ranveer Allahbadia / রণবীর আল্লাহবাদিয়া (Ranveer Allahbadia)
Shift| 02/02/2026 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.47
Topic| 
SubTopic| 
QuestionID| GACA-001031

QEN| In October 2024, which state government launched India’s first integrated state-level Cyber Command and Control Centre to serve as a comprehensive hub for handling grievances through multiple channels, including a helpline, web portal and mobile app?
QBN| অক্টোবর ২০২৪-এ, কোন রাজ্য সরকার হেল্পলাইন, ওয়েব পোর্টাল এবং মোবাইল অ্যাপ সহ একাধিক মাধ্যমের মাধ্যমে অভিযোগ পরিচালনার জন্য ভারতের প্রথম সমন্বিত রাজ্য-স্তরের সাইবার কমান্ড অ্যান্ড কন্ট্রোল সেন্টার চালু করেছে?
Common| 
Image| 
A| Kerala / কেরালা (Kerala)
B| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
C| Gujarat / গুজরাট (Gujarat)
D| Maharashtra / মহারাষ্ট্র (Maharashtra)
Shift| 04/02/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.18
Topic| 
SubTopic| 
QuestionID| GACA-001032

QEN| Who set a new national record in the men’s 10,000 metres at the Ten 2025 athletics meet held in San Juan Capistrano, USA?
QBN| মার্কিন যুক্তরাষ্ট্রের সান জুয়ান ক্যাপিস্ত্রানোতে অনুষ্ঠিত 'দ্য টেন ২০২৫' অ্যাথলেটিক্স মিটে পুরুষদের ১০,০০০ মিটারে কে নতুন জাতীয় রেকর্ড গড়েছেন?
Common| 
Image| 
A| Avinash Sable / অবিনাশ সাবলে (Avinash Sable)
B| Gulveer Singh / গুলবীর সিং (Gulveer Singh)
C| Kartik Kumar / কার্তিক কুমার (Kartik Kumar)
D| Gopi T / গোপী টি (Gopi T)
Shift| 12/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 6.18
Topic| 
SubTopic| 
QuestionID| GACA-001033

QEN| In June 2025, who was awarded the United Nations Sasakawa Award 2025 for Disaster Risk Reduction, for exceptional contributions to tropical cyclone forecasting and warning systems?
